ARTIFACT_ID	RELATIVE_PATH	PACKAGE_RELATIVE_PATH	ARCHIVAL_SHA256	PACKAGE_SHA256	ARCHIVAL_BYTES	PACKAGE_BYTES	ORIGIN	CANONICALITY	ROLE	REDISTRIBUTION_CLASS	NOTES
A048	EVIDENCE_FREEZE/artifacts/integrated/HTV_HTS_REENTRY_AND_MINIMAL_TESTS.tsv	ANALYSIS_OUTPUTS/integrated/HTV_HTS_REENTRY_AND_MINIMAL_TESTS.tsv	fba41c2a3c74310f07ed8ab9a105eaf4ed82c577cfc8478f0946cb11796bc24d	fba41c2a3c74310f07ed8ab9a105eaf4ed82c577cfc8478f0946cb11796bc24d	3905	3905	HTV	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A049	EVIDENCE_FREEZE/artifacts/integrated/PRIOR_PACKAGE_INTEGRITY_SUMMARY.tsv	ANALYSIS_OUTPUTS/integrated/PRIOR_PACKAGE_INTEGRITY_SUMMARY.tsv	3ab17da1d5cabb0579f47a903f7d39d194f76fd990b00420e95b14ed825f1712	3ab17da1d5cabb0579f47a903f7d39d194f76fd990b00420e95b14ed825f1712	671	671	V1_SYNTHESIS_FROM_PRIOR_AUDIT	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A051	EVIDENCE_FREEZE/artifacts/local_ladder/HTV19_SHARED_HOST_DISTANCE_COMPARISON.tsv	ANALYSIS_OUTPUTS/local_ladder/HTV19_SHARED_HOST_DISTANCE_COMPARISON.tsv	8e20502d0be5dac84984eec134ba4a095f11e4d7d6025a9fdd9f59902a9b93ff	8e20502d0be5dac84984eec134ba4a095f11e4d7d6025a9fdd9f59902a9b93ff	1936	1936	HTV19	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A052	EVIDENCE_FREEZE/artifacts/local_ladder/HTV19_SHARED_HOST_SUMMARY.json	ANALYSIS_OUTPUTS/local_ladder/HTV19_SHARED_HOST_SUMMARY.json	f1746fedd1e6879c6c19670a6954f5b044b7367f924b1bd4d58a184fef66d462	f1746fedd1e6879c6c19670a6954f5b044b7367f924b1bd4d58a184fef66d462	2602	2602	HTV19	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A053	EVIDENCE_FREEZE/artifacts/local_ladder/HTV19_SOURCE_REGISTER.md	ANALYSIS_OUTPUTS/local_ladder/HTV19_SOURCE_REGISTER.md	eb0e6a944c8bee747ec8467357722e4e28c787f0fa77c60cf8db5e6eb4b592ab	eb0e6a944c8bee747ec8467357722e4e28c787f0fa77c60cf8db5e6eb4b592ab	2021	2021	HTV19	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	source/provenance locator	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A054	EVIDENCE_FREEZE/artifacts/local_ladder/HTV31_LOCAL_SN_MECHANISM_EVIDENCE_MAP.tsv	ANALYSIS_OUTPUTS/local_ladder/HTV31_LOCAL_SN_MECHANISM_EVIDENCE_MAP.tsv	c368f669b88f1d7f946165b168d56aba7f3ba3a2db6110b6c5e9587f74f07f32	c368f669b88f1d7f946165b168d56aba7f3ba3a2db6110b6c5e9587f74f07f32	3949	3949	HTV31	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A056	EVIDENCE_FREEZE/artifacts/posterior_attribution/HTS66_INVARIANT_HIERARCHY.tsv	ANALYSIS_OUTPUTS/posterior_attribution/HTS66_INVARIANT_HIERARCHY.tsv	4f2f348bba2f17b4abdb77cfa4112f4c701bfca588042b192fa171b1727e10dd	4f2f348bba2f17b4abdb77cfa4112f4c701bfca588042b192fa171b1727e10dd	2469	2469	HTS66	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A057	EVIDENCE_FREEZE/artifacts/posterior_attribution/HTS66_PRIMARY_SYNTHESIS.tsv	ANALYSIS_OUTPUTS/posterior_attribution/HTS66_PRIMARY_SYNTHESIS.tsv	411b14fc62e8648faccfdd8aff42def21a6d13af60aa5711e049035aacc9044b	411b14fc62e8648faccfdd8aff42def21a6d13af60aa5711e049035aacc9044b	569	569	HTS66	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A058	EVIDENCE_FREEZE/artifacts/posterior_attribution/HTS67_CLASSIFICATION.tsv	ANALYSIS_OUTPUTS/posterior_attribution/HTS67_CLASSIFICATION.tsv	8d4c8ff4002d3dd9e40f61bf1c4e34020f4ceb5a43d12b556a656713e0456625	8d4c8ff4002d3dd9e40f61bf1c4e34020f4ceb5a43d12b556a656713e0456625	1913	1913	HTS67	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A059	EVIDENCE_FREEZE/artifacts/posterior_attribution/HTS67_SYMMETRIC_POOLING_SENSITIVITY.tsv	ANALYSIS_OUTPUTS/posterior_attribution/HTS67_SYMMETRIC_POOLING_SENSITIVITY.tsv	3c7e6bfc17dee1a33a6a3dee60cb287eabff7aa9a10f5fb8c7e5dc4fb135dfa0	3c7e6bfc17dee1a33a6a3dee60cb287eabff7aa9a10f5fb8c7e5dc4fb135dfa0	2627	2627	HTS67	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A061	EVIDENCE_FREEZE/artifacts/rules/WORK_SCIENTIFIC_AUDIT_RULES_V1.md	ANALYSIS_OUTPUTS/rules/WORK_SCIENTIFIC_AUDIT_RULES_V1.md	c82affc3ef75f2444b66b46a5cb86760e076e1e9c4f57a8bcd42b97850c11071	c82affc3ef75f2444b66b46a5cb86760e076e1e9c4f57a8bcd42b97850c11071	3767	3767	PROJECT_RULES	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A063	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV23_CONTROLLED_W_DECOMPOSITION.tsv	ANALYSIS_OUTPUTS/supernova_processing/HTV23_CONTROLLED_W_DECOMPOSITION.tsv	3ec390b8a6e92f084d1144b0224eadc9ba213d449012475532f3662662f4c82d	3ec390b8a6e92f084d1144b0224eadc9ba213d449012475532f3662662f4c82d	309	309	HTV23	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A064	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV23_SOURCE_REGISTER.md	ANALYSIS_OUTPUTS/supernova_processing/HTV23_SOURCE_REGISTER.md	d4bf2698a098d6bd4bae81195c79960a04560a0ae26fae9bf18b6e01f599cae6	d4bf2698a098d6bd4bae81195c79960a04560a0ae26fae9bf18b6e01f599cae6	2046	2046	HTV23	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	source/provenance locator	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A065	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV23_SUPERCAL_TO_FRAGILISTIC_TRANSITION.tsv	ANALYSIS_OUTPUTS/supernova_processing/HTV23_SUPERCAL_TO_FRAGILISTIC_TRANSITION.tsv	76664943111dd966bb124781cb7b684d7915e34123904dc47c0a9af69a163664	76664943111dd966bb124781cb7b684d7915e34123904dc47c0a9af69a163664	205	205	HTV23	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A066	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV29_FIXED_EFFECT_SLOPE_DECOMPOSITION.tsv	ANALYSIS_OUTPUTS/supernova_processing/HTV29_FIXED_EFFECT_SLOPE_DECOMPOSITION.tsv	5d8246447e9f040533c44d73053ae721485edcf80a0144417eba7debfc0de954	5d8246447e9f040533c44d73053ae721485edcf80a0144417eba7debfc0de954	9433	9433	HTV29	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A067	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV29_SOURCE_REGISTER.md	ANALYSIS_OUTPUTS/supernova_processing/HTV29_SOURCE_REGISTER.md	a2578781db5940f0640241f2113487dc4579330ed53df6542656c184b6fb29e3	a2578781db5940f0640241f2113487dc4579330ed53df6542656c184b6fb29e3	1140	1140	HTV29	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	source/provenance locator	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A068	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV30_BBC_CLOSURE_GATE.tsv	ANALYSIS_OUTPUTS/supernova_processing/HTV30_BBC_CLOSURE_GATE.tsv	88fab3c418df36606f3614051c628717c002cfd6f837e8809e57ba073bde48e5	88fab3c418df36606f3614051c628717c002cfd6f837e8809e57ba073bde48e5	1006	1006	HTV30	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A069	EVIDENCE_FREEZE/artifacts/supernova_processing/HTV31_LOCAL_SN_BRANCH_STOP_GATE.tsv	ANALYSIS_OUTPUTS/supernova_processing/HTV31_LOCAL_SN_BRANCH_STOP_GATE.tsv	923d482b371823412ab05da6ddd6f0c3a7295b67618914a3eea9b7f112a0cbd0	923d482b371823412ab05da6ddd6f0c3a7295b67618914a3eea9b7f112a0cbd0	859	859	HTV31	CURRENT_CANONICAL_STAGE_OR_SYNTHESIS_ARTIFACT	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A072	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/HTS68_CORR1_CANONICAL_CLASSIFICATION.md	ANALYSIS_OUTPUTS/tdcosmo/corr1/HTS68_CORR1_CANONICAL_CLASSIFICATION.md	d78f931dde6a06c7fcbba97a61070da4664cd59693dd1f6688c7a34560908394	d78f931dde6a06c7fcbba97a61070da4664cd59693dd1f6688c7a34560908394	2461	2461	HTS68	CURRENT_HTS68_EVIDENTIAL_CORRECTION	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A073	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/HTS68_CORR1_METHOD_AND_CONTRACT_REPORT.md	ANALYSIS_OUTPUTS/tdcosmo/corr1/HTS68_CORR1_METHOD_AND_CONTRACT_REPORT.md	0143f7839386fca8326b227d85d00c2b7378971cf60ff83fa9f117acb94c2aef	0143f7839386fca8326b227d85d00c2b7378971cf60ff83fa9f117acb94c2aef	8662	8662	HTS68	CURRENT_HTS68_EVIDENTIAL_CORRECTION	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A074	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/HTS68_CORRECTED_EXECUTION_CONTRACT_FOR_FUTURE_RERUN.md	ANALYSIS_OUTPUTS/tdcosmo/corr1/HTS68_CORRECTED_EXECUTION_CONTRACT_FOR_FUTURE_RERUN.md	f5d863d55212a2f4473a556846ab9ff7a68522254f7a18dbd7e9eab4f7123b2f	f5d863d55212a2f4473a556846ab9ff7a68522254f7a18dbd7e9eab4f7123b2f	9527	9527	HTS68	CURRENT_HTS68_EVIDENTIAL_CORRECTION	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A075	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/HTS68_PAPER_TABLE6_REFERENCE.tsv	ANALYSIS_OUTPUTS/tdcosmo/corr1/HTS68_PAPER_TABLE6_REFERENCE.tsv	1cd322aa9e1131bd6a81702e1b81d3afb49f0388b59825983573e05d260d00ed	1cd322aa9e1131bd6a81702e1b81d3afb49f0388b59825983573e05d260d00ed	3605	3605	HTS68	CURRENT_HTS68_EVIDENTIAL_CORRECTION	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A076	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/HTS68_SOURCE_ENFORCEMENT_PATCH.diff	ANALYSIS_OUTPUTS/tdcosmo/corr1/HTS68_SOURCE_ENFORCEMENT_PATCH.diff	e73e2def315cf8608994d2848fbae721a9c97546ece6bd34dfc0f159a5f2c142	e73e2def315cf8608994d2848fbae721a9c97546ece6bd34dfc0f159a5f2c142	28957	28957	HTS68	CURRENT_HTS68_EVIDENTIAL_CORRECTION	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A077	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/SHA256SUMS.txt	ANALYSIS_OUTPUTS/tdcosmo/corr1/SHA256SUMS.txt	973d47f514160b0a8cd7a20286eac6264b4c3423e31601275f3f03230370ce7e	973d47f514160b0a8cd7a20286eac6264b4c3423e31601275f3f03230370ce7e	636	636	PROJECT_ARTIFACT	CURRENT_HTS68_EVIDENTIAL_CORRECTION	historical checksum record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A078	EVIDENCE_FREEZE/artifacts/tdcosmo/corr1/WORK_SCIENTIFIC_AUDIT_RULES_V1.md	ANALYSIS_OUTPUTS/tdcosmo/corr1/WORK_SCIENTIFIC_AUDIT_RULES_V1.md	c82affc3ef75f2444b66b46a5cb86760e076e1e9c4f57a8bcd42b97850c11071	c82affc3ef75f2444b66b46a5cb86760e076e1e9c4f57a8bcd42b97850c11071	3767	3767	PROJECT_RULES	CURRENT_HTS68_EVIDENTIAL_CORRECTION	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A080	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_CORR1_CANONICAL_CLASSIFICATION.md	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_CORR1_CANONICAL_CLASSIFICATION.md	d78f931dde6a06c7fcbba97a61070da4664cd59693dd1f6688c7a34560908394	d78f931dde6a06c7fcbba97a61070da4664cd59693dd1f6688c7a34560908394	2461	2461	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A081	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_CORR2_PATCH_VALIDATION_REPORT.md	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_CORR2_PATCH_VALIDATION_REPORT.md	9a5f53c131f83796a8efe689d158a7d2e79b3b05df09720ea7b859ee435ce759	9a5f53c131f83796a8efe689d158a7d2e79b3b05df09720ea7b859ee435ce759	2695	2695	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A082	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_CORR2_SOURCE_G0_ENFORCEMENT_PATCH.diff	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_CORR2_SOURCE_G0_ENFORCEMENT_PATCH.diff	5d8483ff4604c634c1d8d39be1cdc2d74927be6b308242a2f69737f762fe4fa0	5d8483ff4604c634c1d8d39be1cdc2d74927be6b308242a2f69737f762fe4fa0	40886	40886	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A083	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_CORR2_TECHNICAL_STATUS.md	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_CORR2_TECHNICAL_STATUS.md	dd16a89514cd7457d826f81de2d1d70574db0a6a25cb2e38852b911372f87def	dd16a89514cd7457d826f81de2d1d70574db0a6a25cb2e38852b911372f87def	1285	1285	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A084	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_CORRECTED_EXECUTION_CONTRACT_FOR_FUTURE_RERUN.md	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_CORRECTED_EXECUTION_CONTRACT_FOR_FUTURE_RERUN.md	7ac965cb7a17eede32a8b652ee2a58c0abbeae1bd0cdbc9f13a055a67e925827	7ac965cb7a17eede32a8b652ee2a58c0abbeae1bd0cdbc9f13a055a67e925827	6207	6207	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	classification or method correction record	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A085	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_G0_APPROVAL_RECORD_TEMPLATE.json	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_G0_APPROVAL_RECORD_TEMPLATE.json	bffd20328379ad49720bdcb5a4e958805fca9420eef7e4c766d9bcf75111730d	bffd20328379ad49720bdcb5a4e958805fca9420eef7e4c766d9bcf75111730d	346	346	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A086	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_G0_FREEZE_MANIFEST_TEMPLATE.json	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_G0_FREEZE_MANIFEST_TEMPLATE.json	b1a28ee84703eece7c9435c51eb6e90d73ef0d031d71f8e0b9b6960d05121f8c	b1a28ee84703eece7c9435c51eb6e90d73ef0d031d71f8e0b9b6960d05121f8c	518	518	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A087	EVIDENCE_FREEZE/artifacts/tdcosmo/corr2/HTS68_PAPER_TABLE6_REFERENCE.tsv	ANALYSIS_OUTPUTS/tdcosmo/corr2/HTS68_PAPER_TABLE6_REFERENCE.tsv	1cd322aa9e1131bd6a81702e1b81d3afb49f0388b59825983573e05d260d00ed	1cd322aa9e1131bd6a81702e1b81d3afb49f0388b59825983573e05d260d00ed	3605	3605	HTS68	CURRENT_FUTURE_RERUN_METHOD_PATCH	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A089	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HISTORY_ONLY_HTS68_CLASSIFICATION.json	ANALYSIS_OUTPUTS/tdcosmo/original_results/HISTORY_ONLY_HTS68_CLASSIFICATION.json	fb8972ce6f847ffc01c0a92b2712a8d8a67335f54f4e6cb45924c954f718a411	fb8972ce6f847ffc01c0a92b2712a8d8a67335f54f4e6cb45924c954f718a411	1190	1190	PROJECT_ARTIFACT	HISTORY_ONLY	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A090	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HISTORY_ONLY_HTS68_EXECUTION_REPORT.md	ANALYSIS_OUTPUTS/tdcosmo/original_results/HISTORY_ONLY_HTS68_EXECUTION_REPORT.md	60e27f9767d34e3d613e876b9520321138e361a2ad53890dcc64aa9082415618	60e27f9767d34e3d613e876b9520321138e361a2ad53890dcc64aa9082415618	2328	2328	PROJECT_ARTIFACT	HISTORY_ONLY	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A091	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HTS68_CHAIN_CONTRACT_AUDIT.tsv	ANALYSIS_OUTPUTS/tdcosmo/original_results/HTS68_CHAIN_CONTRACT_AUDIT.tsv	7341704eb77605b91d380b32e7bbba3941387639faa15b274a8d0d60310fdbb1	7341704eb77605b91d380b32e7bbba3941387639faa15b274a8d0d60310fdbb1	6087	6087	HTS68	CURRENT_NUMERIC_OUTPUT_UNCHANGED	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A092	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HTS68_CHAIN_IDENTIFIER_CROSSWALK.tsv	ANALYSIS_OUTPUTS/tdcosmo/original_results/HTS68_CHAIN_IDENTIFIER_CROSSWALK.tsv	14e9b0dbb2a05d807f93d882161ad6022da076e63b7c5e5b1f2d2c0df215e3ac	14e9b0dbb2a05d807f93d882161ad6022da076e63b7c5e5b1f2d2c0df215e3ac	479	479	HTS68	CURRENT_NUMERIC_OUTPUT_UNCHANGED	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A093	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HTS68_FLAT_LCDM_POSTERIOR_SUMMARY.tsv	ANALYSIS_OUTPUTS/tdcosmo/original_results/HTS68_FLAT_LCDM_POSTERIOR_SUMMARY.tsv	767fc8d1c88f53a1f43991f54142a1a3c9bb879b5874f89961003b215dd3496f	767fc8d1c88f53a1f43991f54142a1a3c9bb879b5874f89961003b215dd3496f	4080	4080	HTS68	CURRENT_NUMERIC_OUTPUT_UNCHANGED	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A094	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HTS68_LIMITATION_REGISTER.tsv	ANALYSIS_OUTPUTS/tdcosmo/original_results/HTS68_LIMITATION_REGISTER.tsv	d98836bda8d1b6a13bbbe37f684a41b3d7779ae0312a02f79b24c96b8f28c800	d98836bda8d1b6a13bbbe37f684a41b3d7779ae0312a02f79b24c96b8f28c800	999	999	HTS68	CURRENT_NUMERIC_OUTPUT_UNCHANGED	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A095	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HTS68_NESTED_DEPENDENCY_SHIFTS.tsv	ANALYSIS_OUTPUTS/tdcosmo/original_results/HTS68_NESTED_DEPENDENCY_SHIFTS.tsv	ccee88ae7f2e5fbf5e562c28325dfd61d71f4abb00ba4f13102e6c41cd0fc994	ccee88ae7f2e5fbf5e562c28325dfd61d71f4abb00ba4f13102e6c41cd0fc994	2234	2234	HTS68	CURRENT_NUMERIC_OUTPUT_UNCHANGED	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
A096	EVIDENCE_FREEZE/artifacts/tdcosmo/original_results/HTS68_SOURCE_FREEZE.tsv	ANALYSIS_OUTPUTS/tdcosmo/original_results/HTS68_SOURCE_FREEZE.tsv	21437f01759a1c386d23161b3409c1606e4811e86addba429dc036893cb3f703	21437f01759a1c386d23161b3409c1606e4811e86addba429dc036893cb3f703	317	317	HTS68	CURRENT_NUMERIC_OUTPUT_UNCHANGED	portable evidence	PROJECT_DERIVED_OR_PROJECT_RECORD; THIRD_PARTY_RAW_BYTES_NOT_INCLUDED	hash computed during MANUSCRIPT_EVIDENCE_FREEZE_V1
