record_file	referenced_path	status	note
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_DIRECTED_VARIABLE_ALLOCATION_SUMMARY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_EXECUTION_CONTRACT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_EXECUTION_REPORT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_INDEPENDENT_AUDIT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_INDEPENDENT_AUDIT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_LIKELIHOOD_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_ORIGINAL_ROOT_INVENTORY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_PREFLIGHT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_PREFLIGHT_TEST_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_RAW_IMPLEMENTATION_DIAGNOSTICS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_RELEASE_ENDPOINT_CONTRACT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_SELECTED_MEMBER_PROVENANCE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_SELECTION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_SEMANTIC_DATA_FAMILY_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_SOURCE_ADEQUACY_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/HTS63_SOURCE_FREEZE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/MANIFEST.json	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/README_RUN.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW/SHA256SUMS.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW.zip	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS63_RESULTS_FOR_REVIEW.zip.sha256	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/CANONICAL_STATE_THROUGH_HTS63.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS63_CANONICALIZATION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_AUDIT_STDERR.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_AUDIT_STDOUT.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_BURNIN_SENSITIVITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_CHAIN_SUPPORT.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_CLASSIFICATION.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_DIRECTED_LOO_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_EXECUTION_CONTRACT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_EXECUTION_REPORT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_INDEPENDENT_AUDIT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_INDEPENDENT_AUDIT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_LIKELIHOOD_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_ORIGINAL_ROOT_INVENTORY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_PREFLIGHT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_PREFLIGHT_TEST_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_RAW_IMPLEMENTATION_DIAGNOSTICS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_RELEASE_ENDPOINT_CONTRACT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_REPARAMETERIZATION_SUMMARY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_ROTATED_COORDINATE_ALLOCATIONS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_ROTATION_GRID.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_SELECTED_MEMBER_PROVENANCE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_SELECTION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_SEMANTIC_DATA_FAMILY_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_SOURCE_ADEQUACY_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/HTS64_SOURCE_FREEZE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/MANIFEST.json	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/README_RUN.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW/SHA256SUMS.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW.zip	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS64_RESULTS_FOR_REVIEW.zip.sha256	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/CANONICAL_STATE_THROUGH_HTS64.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS64_CANONICALIZATION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_AUDIT_STDERR.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_AUDIT_STDOUT.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_BURNIN_SENSITIVITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_CHAIN_SUPPORT.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_CLASSIFICATION.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_DIRECTED_LOO_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_DIRECTED_PARTITION_BLOCK_ALLOCATIONS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_DIRECTED_PARTITION_RESULTS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_DIRECTED_PARTITION_SUMMARY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_DIRECTED_PARTITION_VARIABLE_ALLOCATIONS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_EXECUTION_CONTRACT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_EXECUTION_REPORT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_INDEPENDENT_AUDIT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_INDEPENDENT_AUDIT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_LIKELIHOOD_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_ORIGINAL_ROOT_INVENTORY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_PARTITION_CATALOG.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_PREFLIGHT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_PREFLIGHT_TEST_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_RAW_IMPLEMENTATION_DIAGNOSTICS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_RELEASE_ENDPOINT_CONTRACT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_SELECTED_MEMBER_PROVENANCE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_SELECTION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_SEMANTIC_DATA_FAMILY_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_SOURCE_ADEQUACY_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/HTS65_SOURCE_FREEZE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/MANIFEST.json	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/README_RUN.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW/SHA256SUMS.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW.zip	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS65_RESULTS_FOR_REVIEW.zip.sha256	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/CANONICAL_STATE_THROUGH_HTS65.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS65_CANONICALIZATION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS66_AUDIT_STDERR.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS66_AUDIT_STDOUT.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS66_CLASSIFICATION.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS66_CONDITIONAL_DISTANCE_CONSISTENCY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS66_CROSS_STAGE_KEY_AUDIT.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS66_RESULTS_FOR_REVIEW/HTS66_EXECUTION_CONTRACT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
